date,location,avgtemp_c,totalprecip_mm,avghumidity,uv,bodyweight (gm/bird),feedintake (gm/bird/day),waterintake (ml/bird/day)
2022-10-24,Hmawbi,25.3,13.13,92,6,895,88,91
2022-10-31,Hmawbi,27.5,0.1,79,7,"1,293",130,135
2022-11-07,Hmawbi,27.1,0,73,8,"2,178",177,164
2022-11-14,Hmawbi,26.7,0,70,8,217,27,25
2022-11-21,Hmawbi,27,0.8,64,7,449,48,45
2022-11-28,Hmawbi,26.5,8.6,81,7,839,76,86
2022-12-05,Hmawbi,28.3,0,69,7,"1,432",130,125
2022-12-12,Hmawbi,27.4,0.3,67,7,"2,258",181,175
2022-12-19,Hmawbi,26.2,0,55,8,198,21,19
2022-12-26,Hmawbi,26.2,0,65,7,454,53,57
2023-01-02,Hmawbi,24.7,0,52,8,965,95,92
2023-01-09,Hmawbi,26.1,0,59,8,"1,615",107,117
2023-01-16,Hmawbi,23.5,0,48,8,"2,319",138,146
2023-01-23,Hmawbi,25.5,0,30,8,178,24,20
2023-01-30,Hmawbi,26.3,0,52,8,466,56,48
2023-02-06,Hmawbi,27.1,0,40,9,"1,118",93,75
2023-02-13,Hmawbi,26.3,0,52,9,"1,299",104,115
2023-02-20,Hmawbi,27.9,0,35,9,"2,182",171,141
2023-02-27,Hmawbi,30.2,0,39,9,178,28,22
2023-03-06,Hmawbi,30.1,0,43,10,501,46,55
2023-03-13,Hmawbi,30.8,2.1,44,8,950,96,93
2023-03-20,Hmawbi,30.9,0,48,9,"1,440",110,113
2023-03-27,Hmawbi,30.9,0,55,10,"2,168",180,158
2023-04-03,Hmawbi,29.8,0.2,55,8,205,23,25
2023-04-10,Hmawbi,31.8,0,44,10,551,52,51
2023-04-17,Hmawbi,31.8,0,55,10,"1,061",73,68
2023-04-24,Hmawbi,32.6,0.2,48,9,"1,184",106,130
2023-05-01,Hmawbi,32.7,0.8,50,8,"2,344",142,145
2023-05-08,Hmawbi,34.1,0,54,10,218,24,22
2023-05-15,Hmawbi,29.4,12.9,66,7,547,48,43
2023-05-22,Hmawbi,32,0.4,56,8,878,77,74
2023-05-29,Hmawbi,30.8,1.9,60,7,"1,516",126,106
2023-06-05,Hmawbi,29.2,14.8,63,7,"2,192",156,154
2023-06-12,Hmawbi,27.2,31.25,72,7,188,20,23
2023-06-19,Hmawbi,26.5,30.4,86,6,497,42,52
2023-06-26,Hmawbi,27.4,22.45,74,7,"1,082",94,80
2023-07-03,Hmawbi,27.6,14.23,78,7,"1,307",95,101
2023-07-10,Hmawbi,28.2,17.8,76,7,"2,197",165,140
2023-07-17,Hmawbi,26.8,29.2,81,6,190,24,23
2023-07-24,Hmawbi,27.8,7.43,78,7,446,51,55
2023-07-31,Hmawbi,27.2,27.18,86,6,898,84,81
2023-08-07,Hmawbi,25.8,29.65,88,6,"1,472",125,120
2023-08-14,Hmawbi,27.8,10.35,80,7,"2,342",137,173
2023-08-21,Hmawbi,27.1,18.7,85,6,217,20,21
2023-08-28,Hmawbi,26.8,54.3,87,6,454,51,49
2023-09-04,Hmawbi,26.5,37.4,90,6,"1,003",89,85
2023-09-11,Hmawbi,24.9,11,93,6,"1,170",136,108
2023-09-18,Hmawbi,25.6,19.6,92,6,"2,245",177,169
2023-09-25,Hmawbi,27.7,2.31,84,7,214,22,22
2023-10-02,Hmawbi,24.8,4.53,94,6,517,58,48
2023-10-09,Hmawbi,24.7,7.15,94,6,960,70,80
2023-10-16,Hmawbi,26.9,7.06,84,7,"1,186",102,111
2023-10-23,Hmawbi,26.1,9.96,85,6,"2,367",140,148
2023-10-30,Hmawbi,27.1,13.09,84,7,176,27,25
2023-11-06,Hmawbi,28.2,0.22,77,7,479,58,45
2023-11-13,Hmawbi,27.6,3.07,79,7,952,74,70
2023-11-20,Hmawbi,26.3,0.08,78,7,"1,219",138,115
2023-11-27,Hmawbi,26.3,0,71,8,"2,073",161,177
2023-12-04,Hmawbi,27.6,0.26,70,7,184,20,25
2023-12-11,Hmawbi,27.4,0,64,8,558,55,56
2023-12-18,Hmawbi,26.8,0,58,8,"1,057",71,73
2023-12-25,Hmawbi,25.6,0,54,8,"1,498",117,132
2024-01-01,Hmawbi,25,0,51,8,"2,364",172,138
2024-01-08,Hmawbi,26,0,42,8,196,25,25
2024-01-15,Hmawbi,26.5,0,48,8,443,53,54
2024-01-22,Hmawbi,22.9,0,45,8,"1,045",98,86
2024-01-29,Hmawbi,26,0.22,66,7,"1,666",121,112
2024-02-05,Hmawbi,25.4,0,40,8,"2,320",176,138
2024-02-12,Hmawbi,28.3,0,42,9,208,25,23
2024-02-19,Hmawbi,25.1,0,40,9,439,53,49
2024-02-26,Hmawbi,30.3,0,27,9,"1,087",74,86
2024-03-04,Hmawbi,28,0,46,9,"1,208",97,119
2024-03-11,Hmawbi,28.5,0,31,9,"1,995",157,168
2024-03-18,Hmawbi,31.4,0,44,9,219,26,20
2024-03-25,Hmawbi,30.1,0,49,9,539,57,55
2024-04-01,Hmawbi,31.7,0,43,10,"1,003",95,85
2024-04-08,Hmawbi,32.2,0,57,10,"1,671",109,117
2024-04-15,Hmawbi,33.5,0,40,10,"2,266",172,175
2024-04-22,Hmawbi,32.9,0,53,10,184,26,27
2024-04-29,Hmawbi,33.5,0,52,10,510,53,44
2024-05-06,Hmawbi,33.2,0,52,10,"1,005",88,79
2024-05-13,Hmawbi,33.2,0.73,51,8,"1,567",139,127
2024-05-20,Hmawbi,33.5,0.19,55,10,"2,201",177,155
2024-05-27,Hmawbi,28.3,32.52,83,7,223,23,23
2024-06-03,Hmawbi,25.7,29.51,92,6,527,44,51
2024-06-10,Hmawbi,28.1,19.34,80,7,"1,079",93,81
2024-06-17,Hmawbi,28.2,16.71,81,7,"1,257",122,127
2024-06-24,Hmawbi,27.3,6.69,83,6,"2,266",166,138
2024-07-01,Hmawbi,27,9.22,83,6,190,25,21
2024-07-29,Hmawbi,25.8,5.29,87,6,535,57,45
2021-01-04,Intagaw,25.4,0,61,8,856,88,82
2021-01-11,Intagaw,26.3,0,67,7,"1,540",104,129
2021-01-18,Intagaw,25.2,0,48,8,"2,336",166,157
2021-01-25,Intagaw,24.4,0,51,8,220,22,25
2021-02-01,Intagaw,26.6,0,41,8,544,50,54
2021-02-08,Intagaw,25.7,0.4,45,7,828,76,75
2021-02-15,Intagaw,24.9,0,58,8,"1,283",99,114
2021-02-22,Intagaw,29,0,49,9,"2,131",165,142
2021-03-01,Intagaw,27.5,0,53,9,219,22,19
2021-03-08,Intagaw,29,0,29,9,542,43,54
2021-03-15,Intagaw,29.6,0,47,9,854,96,70
2021-03-22,Intagaw,31.1,0,46,9,"1,571",107,106
2021-03-29,Intagaw,31.6,0,42,9,"2,274",173,153
2021-04-05,Intagaw,27.5,8.2,59,7,208,23,20
2021-04-12,Intagaw,31.5,0,52,9,529,45,53
2021-04-19,Intagaw,29.2,1,60,7,960,75,76
2021-04-26,Intagaw,31.5,2.4,54,8,"1,249",126,132
2021-05-03,Intagaw,31.1,0,52,8,"2,000",158,180
2021-05-10,Intagaw,30.3,1.4,58,7,222,26,24
2021-05-17,Intagaw,33.3,0,55,8,445,50,43
2021-05-24,Intagaw,27.1,41.43,85,6,842,77,86
2021-05-31,Intagaw,28.8,4,70,7,"1,276",111,112
2021-06-07,Intagaw,26.8,35.7,84,6,"2,227",138,135
2021-06-14,Intagaw,24.5,19.19,92,6,216,21,24
2021-06-21,Intagaw,26.8,10.2,79,6,537,52,49
2021-06-28,Intagaw,26.6,12,87,6,864,80,87
2021-07-05,Intagaw,28.4,2.12,78,7,"1,219",116,128
2021-07-12,Intagaw,26.1,36.09,88,6,"2,204",168,137
2021-07-19,Intagaw,25.9,48.13,89,6,200,25,19
2021-07-26,Intagaw,25.3,25,91,6,547,51,50
2021-08-02,Intagaw,25.9,25.3,87,6,915,78,88
2021-08-09,Intagaw,27.9,2.8,82,7,"1,162",106,134
2021-08-16,Intagaw,24.7,57.18,96,6,"2,147",153,157
2021-08-23,Intagaw,27.6,5.7,82,7,191,27,26
2021-08-30,Intagaw,26.3,1.1,86,7,434,51,49
2021-09-06,Intagaw,25,17.8,89,6,847,95,76
2021-09-13,Intagaw,25.9,17.82,89,6,"1,441",111,103
2021-09-20,Intagaw,26.4,6.63,88,7,"2,145",172,138
2021-09-27,Intagaw,25.4,35.4,88,6,208,21,22
2021-10-04,Intagaw,26.6,3.97,86,7,516,47,46
2021-10-11,Intagaw,26.6,30.08,88,6,"1,087",94,69
2021-10-18,Intagaw,24.1,3.24,94,6,"1,640",110,124
2021-10-25,Intagaw,26.4,0.1,84,7,"2,034",151,138
2021-11-01,Intagaw,26.5,14.52,84,7,196,21,22
2021-11-08,Intagaw,27.2,1.15,81,8,482,41,40
2021-11-15,Intagaw,26.4,0,80,7,"1,077",80,72
2021-11-22,Intagaw,26.6,0,75,8,"1,220",99,119
2021-11-29,Intagaw,25.9,0,77,8,"2,113",161,158
2021-12-06,Intagaw,24,0,66,7,178,27,22
2021-12-13,Intagaw,25.9,0,66,7,487,42,44
2021-12-20,Intagaw,24.8,0,67,8,966,72,68
2021-12-27,Intagaw,24,0,58,8,"1,228",96,113
2022-01-03,Intagaw,25.3,0,58,8,"1,957",174,147
2022-01-10,Intagaw,25.1,0,51,8,207,28,22
2022-01-17,Intagaw,25.6,0,59,8,527,53,56
2022-01-24,Intagaw,23.2,0,49,8,852,85,84
2022-01-31,Intagaw,22,0,54,8,"1,182",100,122
2022-02-07,Intagaw,24.3,0,34,8,"2,340",155,179
2022-02-14,Intagaw,25.2,0,26,9,207,29,27
2022-02-21,Intagaw,25.2,0,53,8,447,51,47
2022-02-28,Intagaw,27.9,0,39,8,"1,039",82,79
2022-03-07,Intagaw,29.7,0,47,9,"1,570",105,102
2022-03-14,Intagaw,31.7,0,33,10,"2,232",145,168
2022-03-21,Intagaw,26.1,3,83,6,221,24,26
2022-03-28,Intagaw,30.8,1.2,49,8,463,45,42
2022-04-04,Intagaw,30.2,0,50,9,951,98,90
2022-04-11,Intagaw,31.2,0,49,9,"1,344",129,102
2022-04-18,Intagaw,32.4,0,49,9,"2,137",178,164
2022-04-25,Intagaw,32.9,0.1,51,8,180,19,18
2022-05-02,Intagaw,31.2,1.3,62,8,519,43,52
2022-05-09,Intagaw,27.9,9.2,77,7,967,72,73
2022-05-16,Intagaw,29.2,21.29,74,7,"1,539",125,135
2022-05-23,Intagaw,27,32.76,84,6,"2,155",151,140
2022-05-30,Intagaw,26.3,9.09,87,7,179,21,26
2022-06-06,Intagaw,26.6,16.33,83,6,502,47,39
2022-06-13,Intagaw,27.1,29.97,81,7,955,76,88
2022-06-20,Intagaw,26.7,20.03,81,6,"1,191",120,136
2022-06-27,Intagaw,26.3,13.4,87,6,"1,962",179,176
2022-07-04,Intagaw,25.9,19.67,91,6,190,26,22
2022-07-11,Intagaw,26.4,14.39,86,6,512,46,51
2022-07-18,Intagaw,27.7,8.1,83,7,813,95,74
2022-07-25,Intagaw,28.9,1.1,75,7,"1,455",136,125
2022-08-01,Intagaw,27.9,6,79,7,"2,297",154,155
2022-08-08,Intagaw,24.5,60.1,96,6,216,23,18
2022-08-15,Intagaw,25.7,7.03,88,6,529,51,55
2022-08-22,Intagaw,24.2,83.87,95,5,941,73,80
2022-08-29,Intagaw,28.1,1.1,81,7,"1,323",122,128
2022-09-05,Intagaw,27.4,3.8,83,7,"1,995",155,174
2022-09-12,Intagaw,24.8,8.23,92,6,207,23,21
2022-09-19,Intagaw,24.1,36.6,96,6,535,47,45
2022-09-26,Intagaw,24.5,72.5,93,6,"1,096",94,72
2022-10-03,Intagaw,24.7,3.9,93,6,"1,282",136,107
2022-10-10,Intagaw,27.1,5.8,81,7,"2,294",137,145
2022-10-17,Intagaw,26,0.1,79,7,222,27,25
2022-10-24,Intagaw,25,22.83,92,6,466,53,41
2022-10-31,Intagaw,27.2,0,80,7,982,91,72
2022-11-07,Intagaw,26.4,0,75,8,"1,323",99,135
2022-11-14,Intagaw,26,0,71,8,"2,270",145,174
2022-11-21,Intagaw,26.3,0.9,71,7,209,26,26
2022-11-28,Intagaw,25.8,15.2,85,6,459,49,51
2022-12-05,Intagaw,27.5,0,73,7,"1,075",89,84
2022-12-12,Intagaw,26.5,0.1,67,7,"1,198",120,105
2022-12-19,Intagaw,25.6,0,61,8,"2,155",174,171
2022-12-26,Intagaw,25.7,0,67,8,221,25,21
2023-01-02,Intagaw,24.1,0,52,8,496,54,55
2023-01-09,Intagaw,25.7,0,54,8,"1,006",91,68
2023-01-16,Intagaw,23.2,0,53,8,"1,550",109,134
2023-01-23,Intagaw,24.8,0,26,8,"2,219",169,176
2023-01-30,Intagaw,26,0,47,8,180,23,23
2023-02-06,Intagaw,27,0,38,9,448,57,52
2023-02-13,Intagaw,26.1,0,59,9,"1,033",89,81
2023-02-20,Intagaw,27.3,0,38,8,"1,500",126,105
2023-02-27,Intagaw,30.5,0,35,9,"2,362",167,178
2023-03-06,Intagaw,30.1,0,40,10,223,26,18
2023-03-13,Intagaw,30,0.6,50,8,476,55,40
2023-03-20,Intagaw,31.3,0,44,10,872,84,85
2023-03-27,Intagaw,31.1,0,52,10,"1,451",117,109
2023-04-03,Intagaw,29.9,0,55,8,"2,295",175,180
2023-04-10,Intagaw,31.9,0,42,10,202,20,18
2023-04-17,Intagaw,31.9,0,54,10,484,46,54
2023-04-24,Intagaw,32.8,0.8,45,9,906,74,74
2023-05-01,Intagaw,32.9,0.1,47,8,"1,189",133,118
2023-05-08,Intagaw,34.5,0,53,10,"2,167",137,165
2023-05-15,Intagaw,28.4,10.3,68,7,223,27,23
2023-05-22,Intagaw,31.4,3.4,60,8,488,57,51
2023-05-29,Intagaw,29.9,6.9,66,7,850,76,81
2023-06-05,Intagaw,28.1,19.1,65,7,"1,598",133,129
2023-06-12,Intagaw,26.6,31,77,6,"2,172",180,145
2023-06-19,Intagaw,25.9,24.8,90,6,209,23,19
2023-06-26,Intagaw,27,18.9,80,7,488,54,45
2023-07-03,Intagaw,27.1,13.3,82,6,808,88,82
2023-07-10,Intagaw,27.6,23.65,80,7,"1,541",125,98
2023-07-17,Intagaw,26.9,21.6,85,6,"2,326",146,156
2023-07-24,Intagaw,27.8,14.4,80,7,181,23,18
2023-07-31,Intagaw,26.4,27.3,91,6,465,53,53
2023-08-07,Intagaw,25.3,50.35,91,6,955,89,76
2023-08-14,Intagaw,27,23.8,84,7,"1,159",128,125
2023-08-21,Intagaw,26.5,26.6,89,6,"2,189",140,154
2023-08-28,Intagaw,26.4,53.4,89,6,196,27,24
2023-09-04,Intagaw,26.2,12,92,6,541,53,43
2023-09-11,Intagaw,25.5,15.7,92,6,825,92,68
2023-09-18,Intagaw,25,24.6,95,6,"1,446",136,108
2023-09-25,Intagaw,27.4,3.5,85,7,"2,278",181,148
2023-10-02,Intagaw,24.6,11.92,95,6,192,24,20
2023-10-09,Intagaw,24.7,10.71,94,6,511,55,49
2023-10-16,Intagaw,26.4,16.95,87,6,862,93,76
2023-10-23,Intagaw,25.1,14.5,89,6,"1,301",129,121
2023-10-30,Intagaw,26.7,12.34,85,7,"2,169",148,179
2023-11-06,Intagaw,27.5,0.03,80,8,194,27,21
2023-11-13,Intagaw,27.1,8.5,80,7,434,58,44
2023-11-20,Intagaw,26,0.63,82,7,"1,102",90,73
2023-11-27,Intagaw,26,0,73,8,"1,581",107,114
2023-12-04,Intagaw,27,0.02,73,7,"2,135",153,161
2023-12-11,Intagaw,27.2,0.07,76,7,191,27,19
2023-12-18,Intagaw,25.5,0,62,8,528,57,40
2023-12-25,Intagaw,24.7,0,58,8,885,85,83
2024-01-01,Intagaw,24,0,55,8,"1,207",118,112
2024-01-08,Intagaw,25.5,0,43,8,"2,103",183,161
2024-01-15,Intagaw,25.8,0,48,8,217,20,20
2024-01-22,Intagaw,22.4,0,45,8,465,53,57
2024-01-29,Intagaw,25.8,0.02,67,7,819,84,71
2024-02-05,Intagaw,25.4,0,46,8,"1,423",131,99
2024-02-12,Intagaw,28.3,0,41,9,"2,275",162,140
2024-02-19,Intagaw,25.1,0,34,9,211,21,23
2024-02-26,Intagaw,30,0,26,9,543,54,46
2024-03-04,Intagaw,27.7,0,40,9,847,73,78
2024-03-11,Intagaw,28.9,0,29,9,"1,431",129,125
2024-03-18,Intagaw,31.9,0,44,10,"2,164",172,173
2024-03-25,Intagaw,30.6,0,45,9,199,26,25
2024-04-01,Intagaw,31.6,0,41,10,521,58,46
2024-04-08,Intagaw,32.7,0,54,10,"1,076",85,91
2024-04-15,Intagaw,33.7,0,49,10,"1,513",110,117
2024-04-22,Intagaw,32.7,0,53,10,"2,260",163,165
2024-04-29,Intagaw,34,0,51,10,204,22,18
2024-05-06,Intagaw,33.3,0,51,10,441,50,49
2024-05-13,Intagaw,33,4.25,52,8,852,90,87
2024-05-20,Intagaw,33.2,1.3,57,10,"1,472",132,105
2024-05-27,Intagaw,27.7,45.77,87,7,"2,164",176,154
2024-06-03,Intagaw,25.5,17.33,92,6,175,19,25
2024-06-10,Intagaw,27.9,8.86,82,7,461,53,52
2024-06-17,Intagaw,27.4,40.73,85,6,919,70,70
2024-06-24,Intagaw,27.4,10.68,84,7,"1,181",125,129
2024-07-01,Intagaw,26.9,12.7,84,6,"2,139",151,136
2024-07-29,Intagaw,25.1,5.67,91,6,218,25,22
2021-01-04,Kamase,25.4,0,61,8,537,45,43
2021-01-11,Kamase,26.3,0,67,7,"1,107",84,91
2021-01-18,Kamase,25.2,0,48,8,"1,619",124,137
2021-01-25,Kamase,24.4,0,51,8,"1,972",181,181
2021-02-01,Kamase,26.6,0,41,8,180,27,25
2021-02-08,Kamase,25.7,0.4,45,7,557,47,57
2021-02-15,Kamase,24.9,0,58,8,875,84,91
2021-02-22,Kamase,29,0,49,9,"1,575",99,134
2021-03-01,Kamase,27.5,0,53,9,"2,197",164,178
2021-03-08,Kamase,29,0,29,9,195,21,23
2021-03-15,Kamase,29.6,0,47,9,457,58,54
2021-03-22,Kamase,31.1,0,46,9,934,76,84
2021-03-29,Kamase,31.6,0,42,9,"1,661",138,120
2021-04-05,Kamase,27.5,8.2,59,7,"2,123",166,178
2021-04-12,Kamase,31.5,0,52,9,212,24,26
2021-04-19,Kamase,29.2,1,60,7,441,45,47
2021-04-26,Kamase,31.5,2.4,54,8,817,90,83
2021-05-03,Kamase,31.1,0,52,8,"1,354",131,120
2021-05-10,Kamase,30.3,1.4,58,7,"2,033",163,180
2021-05-17,Kamase,33.3,0,55,8,209,25,22
2021-05-24,Kamase,27.1,41.43,85,6,547,52,40
2021-05-31,Kamase,28.8,4,70,7,795,75,80
2021-06-07,Kamase,26.8,35.7,84,6,"1,615",127,110
2021-06-14,Kamase,24.5,19.19,92,6,"2,267",167,171
2021-06-21,Kamase,26.8,10.2,79,6,221,26,25
2021-06-28,Kamase,26.6,12,87,6,458,56,46
2021-07-05,Kamase,28.4,2.12,78,7,857,86,89
2021-07-12,Kamase,26.1,36.09,88,6,"1,200",118,125
2021-07-19,Kamase,25.9,48.13,89,6,"2,264",142,158
2021-07-26,Kamase,25.3,25,91,6,211,24,26
2021-08-02,Kamase,25.9,25.3,87,6,536,47,55
2021-08-09,Kamase,27.9,2.8,82,7,942,90,81
2021-08-16,Kamase,24.7,57.18,96,6,"1,666",101,113
2021-08-23,Kamase,27.6,5.7,82,7,"2,159",170,170
2021-08-30,Kamase,26.3,1.1,86,7,197,26,19
2021-09-06,Kamase,25,17.8,89,6,507,51,54
2021-09-13,Kamase,25.9,17.82,89,6,"1,108",80,70
2021-09-20,Kamase,26.4,6.63,88,7,"1,516",98,119
2021-09-27,Kamase,25.4,35.4,88,6,"2,240",143,149
2021-10-04,Kamase,26.6,3.97,86,7,178,25,22
2021-10-11,Kamase,26.6,30.08,88,6,544,52,47
2021-10-18,Kamase,24.1,3.24,94,6,"1,028",91,69
2021-10-25,Kamase,26.4,0.1,84,7,"1,425",94,102
2021-11-01,Kamase,26.5,14.52,84,7,"1,990",141,155
2021-11-08,Kamase,27.2,1.15,81,8,220,27,19
2021-11-15,Kamase,26.4,0,80,7,513,42,51
2021-11-22,Kamase,26.6,0,75,8,"1,023",82,84
2021-11-29,Kamase,25.9,0,77,8,"1,380",105,120
2021-12-06,Kamase,24,0,66,7,"2,257",156,141
2021-12-13,Kamase,25.9,0,66,7,181,26,26
2021-12-20,Kamase,24.8,0,67,8,509,50,49
2021-12-27,Kamase,24,0,58,8,798,76,68
2022-01-03,Kamase,25.3,0,58,8,"1,567",102,133
2022-01-10,Kamase,25.1,0,51,8,"2,257",165,167
2022-01-17,Kamase,25.6,0,59,8,213,19,21
2022-01-24,Kamase,23.2,0,49,8,484,44,44
2022-01-31,Kamase,22,0,54,8,"1,039",78,86
2022-02-07,Kamase,24.3,0,34,8,"1,184",139,105
2022-02-14,Kamase,25.2,0,26,9,"2,073",157,138
2022-02-21,Kamase,25.2,0,53,8,220,27,26
2022-02-28,Kamase,27.9,0,39,8,484,43,59
2022-03-07,Kamase,29.7,0,47,9,"1,011",86,71
2022-03-14,Kamase,31.7,0,33,10,"1,309",126,100
2022-03-21,Kamase,26.1,3,83,6,"1,949",176,159
2022-03-28,Kamase,30.8,1.2,49,8,185,27,20
2022-04-04,Kamase,30.2,0,50,9,444,52,40
2022-04-11,Kamase,31.2,0,49,9,"1,078",94,75
2022-04-18,Kamase,32.4,0,49,9,"1,284",98,126
2022-04-25,Kamase,32.9,0.1,51,8,"2,143",150,182
2022-05-02,Kamase,31.2,1.3,62,8,180,19,23
2022-05-09,Kamase,27.9,9.2,77,7,531,45,53
2022-05-16,Kamase,29.2,21.29,74,7,"1,114",70,70
2022-05-23,Kamase,27,32.76,84,6,"1,292",106,102
2022-05-30,Kamase,26.3,9.09,87,7,"2,189",156,180
2022-06-06,Kamase,26.6,16.33,83,6,205,27,20
2022-06-13,Kamase,27.1,29.97,81,7,509,46,42
2022-06-20,Kamase,26.7,20.03,81,6,868,81,70
2022-06-27,Kamase,26.3,13.4,87,6,"1,630",128,111
2022-07-04,Kamase,25.9,19.67,91,6,"2,298",150,172
2022-07-11,Kamase,26.4,14.39,86,6,178,21,26
2022-07-18,Kamase,27.7,8.1,83,7,489,51,45
2022-07-25,Kamase,28.9,1.1,75,7,"1,112",84,74
2022-08-01,Kamase,27.9,6,79,7,"1,179",98,123
2022-08-08,Kamase,24.5,60.1,96,6,"2,257",171,159
2022-08-15,Kamase,25.7,7.03,88,6,190,20,19
2022-08-22,Kamase,24.2,83.87,95,5,537,50,56
2022-08-29,Kamase,28.1,1.1,81,7,"1,037",85,83
2022-09-05,Kamase,27.4,3.8,83,7,"1,485",106,135
2022-09-12,Kamase,24.8,8.23,92,6,"2,255",169,141
2022-09-19,Kamase,24.1,36.6,96,6,219,21,20
2022-09-26,Kamase,24.5,72.5,93,6,464,56,43
2022-10-03,Kamase,24.7,3.9,93,6,981,92,89
2022-10-10,Kamase,27.1,5.8,81,7,"1,688",121,94
2022-10-17,Kamase,26,0.1,79,7,"2,202",163,178
2022-10-24,Kamase,25,22.83,92,6,212,20,22
2022-10-31,Kamase,27.2,0,80,7,484,58,51
2022-11-07,Kamase,26.4,0,75,8,839,94,78
2022-11-14,Kamase,26,0,71,8,"1,511",138,125
2022-11-21,Kamase,26.3,0.9,71,7,"1,986",161,135
2022-11-28,Kamase,25.8,15.2,85,6,221,25,20
2022-12-05,Kamase,27.5,0,73,7,528,51,47
2022-12-12,Kamase,26.5,0.1,67,7,"1,104",78,81
2022-12-19,Kamase,25.6,0,61,8,"1,189",120,129
2022-12-26,Kamase,25.7,0,67,8,"1,994",153,149
2023-01-02,Kamase,24.1,0,52,8,207,22,26
2023-01-09,Kamase,25.7,0,54,8,552,44,50
2023-01-16,Kamase,23.2,0,53,8,826,97,91
2023-01-23,Kamase,24.8,0,26,8,"1,423",105,116
2023-01-30,Kamase,26,0,47,8,"2,297",163,149
2023-02-06,Kamase,27,0,38,9,182,26,24
2023-02-13,Kamase,26.1,0,59,9,444,54,42
2023-02-20,Kamase,27.3,0,38,8,858,74,79
2023-02-27,Kamase,30.5,0,35,9,"1,615",129,126
2023-03-06,Kamase,30.1,0,40,10,"2,311",140,151
2023-03-13,Kamase,30,0.6,50,8,196,22,19
2023-03-20,Kamase,31.3,0,44,10,522,58,58
2023-03-27,Kamase,31.1,0,52,10,963,79,75
2023-04-03,Kamase,29.9,0,55,8,"1,392",128,117
2023-04-10,Kamase,31.9,0,42,10,"2,266",140,146
2023-04-17,Kamase,31.9,0,54,10,206,21,24
2023-04-24,Kamase,32.8,0.8,45,9,460,45,48
2023-05-01,Kamase,32.9,0.1,47,8,897,87,87
2023-05-08,Kamase,34.5,0,53,10,"1,664",133,101
2023-05-15,Kamase,28.4,10.3,68,7,"2,354",178,147
2023-05-22,Kamase,31.4,3.4,60,8,223,26,20
2023-05-29,Kamase,29.9,6.9,66,7,521,50,54
2023-06-05,Kamase,28.1,19.1,65,7,929,85,88
2023-06-12,Kamase,26.6,31,77,6,"1,410",126,118
2023-06-19,Kamase,25.9,24.8,90,6,"2,136",147,179
2023-06-26,Kamase,27,18.9,80,7,192,25,21
2023-07-03,Kamase,27.1,13.3,82,6,556,43,51
2023-07-10,Kamase,27.6,23.65,80,7,984,96,79
2023-07-17,Kamase,26.9,21.6,85,6,"1,603",107,122
2023-07-24,Kamase,27.8,14.4,80,7,"2,107",136,135
2023-07-31,Kamase,26.4,27.3,91,6,176,19,24
2023-08-07,Kamase,25.3,50.35,91,6,545,45,43
2023-08-14,Kamase,27,23.8,84,7,939,88,81
2023-08-21,Kamase,26.5,26.6,89,6,"1,666",126,107
2023-08-28,Kamase,26.4,53.4,89,6,"1,954",175,144
2023-09-04,Kamase,26.2,12,92,6,219,22,20
2023-09-11,Kamase,25.5,15.7,92,6,467,41,44
2023-09-18,Kamase,25,24.6,95,6,958,78,91
2023-09-25,Kamase,27.4,3.5,85,7,"1,230",121,122
2023-10-02,Kamase,24.6,11.92,95,6,"2,001",139,165
2023-10-09,Kamase,24.7,10.71,94,6,182,22,18
2023-10-16,Kamase,26.4,16.95,87,6,510,56,39
2023-10-23,Kamase,25.1,14.5,89,6,947,85,78
2023-10-30,Kamase,26.7,12.34,85,7,"1,322",118,98
2023-11-06,Kamase,27.5,0.03,80,8,"1,958",137,179
2023-11-13,Kamase,27.1,8.5,80,7,183,24,21
2023-11-20,Kamase,26,0.63,82,7,515,47,52
2023-11-27,Kamase,26,0,73,8,951,91,69
2023-12-04,Kamase,27,0.02,73,7,"1,300",129,124
2023-12-11,Kamase,27.2,0.07,76,7,"2,119",151,142
2023-12-18,Kamase,25.5,0,62,8,204,25,26
2023-12-25,Kamase,24.7,0,58,8,451,45,42
2024-01-01,Kamase,24,0,55,8,"1,025",82,91
2024-01-08,Kamase,25.5,0,43,8,"1,410",128,130
2024-01-15,Kamase,25.8,0,48,8,"2,046",180,150
2024-01-22,Kamase,22.4,0,45,8,207,21,26
2024-01-29,Kamase,25.8,0.02,67,7,559,52,45
2024-02-05,Kamase,25.4,0,46,8,941,84,87
2024-02-12,Kamase,28.3,0,41,9,"1,519",124,133
2024-02-19,Kamase,25.1,0,34,9,"1,970",152,156
2024-02-26,Kamase,30,0,26,9,183,29,27
2024-03-04,Kamase,27.7,0,40,9,503,47,50
2024-03-11,Kamase,28.9,0,29,9,835,98,93
2024-03-18,Kamase,31.9,0,44,10,"1,408",105,136
2024-03-25,Kamase,30.6,0,45,9,"2,222",172,148
2024-04-01,Kamase,31.6,0,41,10,195,25,19
2024-04-08,Kamase,32.7,0,54,10,484,53,44
2024-04-15,Kamase,33.7,0,49,10,951,82,82
2024-04-22,Kamase,32.7,0,53,10,"1,484",127,113
2024-04-29,Kamase,34,0,51,10,"2,028",156,169
2024-05-06,Kamase,33.3,0,51,10,217,19,24
