date;location;avgtemp_c;totalprecip_mm;avghumidity;uv;feedintake (gm/bird/day);bodyweight (gm/bird);age(day)
2022-03-15;Taungnyo;28,4;0,4;78;7;102;777;19
2022-03-16;Taungnyo;28,1;3,2;78;7;107;942;20
2022-03-17;Taungnyo;28,8;0,3;77;7;110;954;21
2022-03-18;Taungnyo;28,4;1,4;77;7;122;1028;22
2022-03-19;Taungnyo;28,1;54,6;75;7;126;1106;23
2022-03-20;Taungnyo;27,5;27,89;74;7;130;1214;24
2022-03-21;Taungnyo;27;36,45;81;6;131;1299;25
2022-03-22;Taungnyo;27,5;10;79;7;142;1515;26
2022-03-23;Taungnyo;27,4;15,3;76;7;152;1550;27
2022-03-24;Taungnyo;27,9;9,7;74;7;154;1661;28
2022-03-25;Taungnyo;27,9;6,5;77;7;169;1799;29
2022-03-26;Taungnyo;28,5;1,4;76;7;175;1804;30
2022-03-27;Taungnyo;28,9;0,2;72;7;178;1902;31
2022-03-28;Taungnyo;28,7;2,2;73;7;181;1960;32
2022-03-29;Taungnyo;28,2;5,6;74;7;182;2023;33
2022-03-30;Taungnyo;27,9;5,9;77;7;187;2074;34
2022-03-31;Taungnyo;27,2;30,73;81;7;188;2340;35
2022-04-01;Taungnyo;27,4;24,55;79;7;207;2532;36
2022-04-02;Taungnyo;27,2;1,2;70;7;212;2621;37
2022-04-03;Taungnyo;25,8;0;62;7;212;2704;38
2022-04-04;Taungnyo;26,1;0;64;8;223;2860;39
2022-04-05;Taungnyo;27,3;0;65;8;223;2872;40
2022-04-06;Taungnyo;26,9;4,8;76;7;225;3099;41
2022-04-07;Taungnyo;27,3;5;78;7;235;3115;42
2022-04-08;Taungnyo;28,2;0;73;7;14;66;1
2022-04-09;Taungnyo;28,7;0,5;72;7;18;87;2
2022-04-10;Taungnyo;28,7;1;69;7;20;111;3
2022-04-11;Taungnyo;28,4;4,1;74;7;23;114;4
2022-04-12;Taungnyo;28,2;9,2;75;7;25;135;5
2022-04-13;Taungnyo;28,6;0;74;7;32;189;6
2022-04-14;Taungnyo;28,6;0,2;69;7;33;216;7
2022-04-15;Taungnyo;28,8;0,7;71;7;39;242;8
2022-04-16;Taungnyo;28,9;0,2;69;7;42;281;9
2022-04-17;Taungnyo;29;0,8;69;7;53;330;10
2022-04-18;Taungnyo;28,1;26,3;72;7;56;401;11
2022-04-19;Taungnyo;27,6;11,1;77;7;61;409;12
2022-04-20;Taungnyo;27;13,53;79;7;70;483;13
2022-04-21;Taungnyo;27,9;0,9;74;7;72;503;14
2022-04-22;Taungnyo;28,5;2,2;74;7;75;585;15
2022-04-23;Taungnyo;28,6;7,5;75;7;80;658;16
2022-04-24;Taungnyo;29,3;2,5;74;7;84;667;17
2022-04-25;Taungnyo;29,5;4,8;73;7;96;735;18
2022-04-26;Taungnyo;29,2;6,2;73;7;104;806;19
2022-04-27;Taungnyo;29,8;0,3;72;7;105;860;20
2022-04-28;Taungnyo;28,8;7,6;75;7;106;922;21
2022-04-29;Taungnyo;29,3;0,7;74;7;109;1126;22
2022-04-30;Taungnyo;28,3;5,16;81;7;119;1236;23
2022-05-01;Taungnyo;27,7;5,2;79;6;136;1348;24
2022-05-02;Taungnyo;27,5;37,58;79;7;144;1349;25
2022-05-03;Taungnyo;27,7;1,2;71;7;148;1350;26
2022-05-04;Taungnyo;26,9;1,9;76;6;157;1366;27
2022-05-05;Taungnyo;26,8;6,16;79;7;163;1421;28
2022-05-06;Taungnyo;26,5;20,34;84;6;170;1713;29
2022-05-07;Taungnyo;28,1;13,8;73;7;172;1784;30
2022-05-08;Taungnyo;28,5;0,2;75;7;178;2000;31
2022-05-09;Taungnyo;26,9;13,88;84;7;187;2074;32
2022-05-10;Taungnyo;27,7;4,9;77;7;190;2176;33
2022-05-11;Taungnyo;27,7;16,7;76;7;195;2262;34
2022-05-12;Taungnyo;27,5;17,1;83;6;200;2374;35
2022-05-13;Taungnyo;26,9;22,9;84;6;202;2417;36
2022-05-14;Taungnyo;27,9;3,1;79;7;210;2606;37
2022-05-15;Taungnyo;28,3;15,9;77;7;210;2686;38
2022-05-16;Taungnyo;27;59,88;86;6;215;2829;39
2022-05-17;Taungnyo;26,2;60,87;89;6;225;2951;40
2022-05-18;Taungnyo;26,6;48,15;86;6;230;3032;41
2022-05-19;Taungnyo;26;62,6;88;6;232;3099;42
2022-05-20;Taungnyo;26,6;39,69;86;6;13;62;1
2022-05-21;Taungnyo;26,4;108,27;90;6;15;72;2
2022-05-22;Taungnyo;26,1;55,66;86;6;20;96;3
2022-05-23;Taungnyo;25,7;56,08;90;6;23;119;4
2022-05-24;Taungnyo;25,8;56,24;91;6;30;140;5
2022-05-25;Taungnyo;26,7;19,82;87;6;35;184;6
2022-05-26;Taungnyo;27,1;37,94;85;6;38;214;7
2022-05-27;Taungnyo;26,5;33,96;87;6;40;220;8
2022-05-28;Taungnyo;25,8;32,18;85;6;42;283;9
2022-05-29;Taungnyo;25,3;40,2;88;6;50;348;10
2022-05-30;Taungnyo;26,3;14,6;83;6;60;349;11
2022-05-31;Taungnyo;27;15,9;82;6;64;393;12
2022-06-01;Taungnyo;27,3;21,2;78;7;70;507;13
2022-06-02;Taungnyo;26,2;17,32;87;6;74;534;14
2022-06-03;Taungnyo;26,2;23,77;85;6;79;538;15
2022-06-04;Taungnyo;25,9;21,35;88;6;85;589;16
2022-06-05;Taungnyo;26,8;32,54;84;6;88;638;17
2022-06-06;Taungnyo;26,9;21,33;82;6;98;779;18
2022-06-07;Taungnyo;26,3;23,5;83;6;104;917;19
2022-06-08;Taungnyo;27,2;8,1;79;7;106;934;20
2022-06-09;Taungnyo;27,4;18,39;80;7;117;952;21
2022-06-10;Taungnyo;27,4;22,11;81;6;120;1054;22
2022-06-11;Taungnyo;27,6;13,5;80;7;122;1204;23
2022-06-12;Taungnyo;27,6;3,7;81;7;134;1272;24
2022-06-13;Taungnyo;27,7;1,5;81;6;141;1310;25
2022-06-14;Taungnyo;28;4,6;79;7;149;1376;26
2022-06-15;Taungnyo;27,7;10;79;6;157;1403;27
2022-06-16;Taungnyo;27,9;1,7;77;7;162;1564;28
2022-06-17;Taungnyo;28,3;2,7;78;7;163;1565;29
2022-06-18;Taungnyo;28,1;0,9;77;7;172;1876;30
2022-06-19;Taungnyo;28;2,3;77;7;174;1882;31
2022-06-20;Taungnyo;28;1,4;79;7;176;2098;32
2022-06-21;Taungnyo;28,2;8,6;76;7;184;2125;33
2022-06-22;Taungnyo;28;13,1;76;7;194;2199;34
2022-06-23;Taungnyo;28,1;16,5;74;7;200;2254;35
2022-06-24;Taungnyo;27,4;7,6;77;6;207;2390;36
2022-06-25;Taungnyo;26,8;19,2;80;6;212;2604;37
2022-06-26;Taungnyo;27;21,3;80;7;214;2761;38
2022-06-27;Taungnyo;27;8,6;82;7;218;2773;39
2022-06-28;Taungnyo;27,6;17,29;82;6;227;2995;40
2022-06-29;Taungnyo;27,5;22,83;82;6;229;3031;41
2022-06-30;Taungnyo;27,3;25,33;83;6;231;3055;42
2022-07-01;Taungnyo;26,9;25,08;84;6;14;65;1
2022-07-02;Taungnyo;26,8;29,7;86;6;16;87;2
2022-07-03;Taungnyo;26,5;46,02;88;6;21;112;3
2022-07-04;Taungnyo;26,1;67,33;87;6;23;122;4
2022-07-05;Taungnyo;26,3;50,86;90;6;31;141;5
2022-07-06;Taungnyo;26,8;21,19;86;6;33;174;6
2022-07-07;Taungnyo;26,8;22,49;85;6;38;222;7
2022-07-08;Taungnyo;26,5;39,54;87;6;42;262;8
2022-07-09;Taungnyo;25,4;77,96;92;6;42;279;9
2022-07-10;Taungnyo;25,3;61,88;90;6;49;336;10
2022-07-11;Taungnyo;25,7;91,77;91;6;53;371;11
2022-07-12;Taungnyo;25,2;120,71;92;6;60;423;12
2022-07-13;Taungnyo;25,5;82,02;92;6;64;454;13
2022-07-14;Taungnyo;25,8;31,12;88;6;66;475;14
2022-07-15;Taungnyo;26,4;22,04;87;6;67;573;15
2022-07-16;Taungnyo;26,5;28,12;87;6;87;648;16
2022-07-17;Taungnyo;27,3;7,8;80;6;90;650;17
2022-07-18;Taungnyo;27,3;13,9;82;6;99;716;18
2022-07-19;Taungnyo;27,3;20,7;84;6;99;770;19
2022-07-20;Taungnyo;27;47,62;84;6;106;992;20
2022-07-21;Taungnyo;24,9;101,79;91;6;106;1012;21
2022-07-22;Taungnyo;25,4;23,75;90;6;119;1102;22
2022-07-23;Taungnyo;26,3;10,7;86;6;127;1220;23
2022-07-24;Taungnyo;26,9;13;85;6;134;1342;24
2022-07-25;Taungnyo;27,7;8,8;81;7;140;1418;25
2022-07-26;Taungnyo;28,1;1,6;80;7;149;1438;26
2022-07-27;Taungnyo;28,3;7,6;80;7;152;1457;27
2022-07-28;Taungnyo;27,7;2,9;81;7;155;1599;28
2022-07-29;Taungnyo;27,6;3,2;82;6;166;1774;29
2022-07-30;Taungnyo;27,7;15;79;7;172;1808;30
2022-07-31;Taungnyo;26,5;29,06;88;6;182;1858;31
2022-08-01;Taungnyo;26,1;21,63;89;6;187;1898;32
2022-08-02;Taungnyo;25,9;33,77;90;6;190;1907;33
2022-08-03;Taungnyo;26,2;67,04;90;6;193;2309;34
2022-08-04;Taungnyo;25,8;57,99;90;6;202;2398;35
2022-08-05;Taungnyo;26,8;20,97;84;6;206;2460;36
2022-08-06;Taungnyo;26,4;41,47;87;6;209;2594;37
2022-08-07;Taungnyo;25,6;49,81;88;6;211;2600;38
2022-08-08;Taungnyo;25,5;49,44;88;6;223;2710;39
2022-08-09;Taungnyo;25;20,92;86;6;227;2852;40
2022-08-10;Taungnyo;25,4;27,82;88;6;229;2983;41
2022-08-11;Taungnyo;25,1;34,02;88;6;234;2994;42
2022-08-12;Taungnyo;25,8;17,72;86;6;12;63;1
2022-08-13;Taungnyo;26,6;5,16;80;6;18;76;2
2022-08-14;Taungnyo;27,1;6,1;80;7;22;99;3
2022-08-15;Taungnyo;27,1;23;79;6;26;132;4
2022-08-16;Taungnyo;26,5;21,1;80;6;31;135;5
2022-08-17;Taungnyo;25,5;33,31;86;6;32;172;6
2022-08-18;Taungnyo;26,7;15,3;81;6;32;197;7
2022-08-19;Taungnyo;27,2;15,8;81;6;44;257;8
2022-08-20;Taungnyo;27,1;9,9;84;7;44;280;9
2022-08-21;Taungnyo;26;49,66;87;6;46;352;10
2022-08-22;Taungnyo;24,7;30,39;91;6;50;356;11
2022-08-23;Taungnyo;26,3;4,7;82;6;63;434;12
2022-08-24;Taungnyo;27,1;3,7;80;6;64;458;13
2022-08-25;Taungnyo;27,6;5,7;79;7;69;546;14
2022-08-26;Taungnyo;26,5;24,39;85;6;71;576;15
2022-08-27;Taungnyo;26,2;14,3;86;6;84;600;16
2022-08-28;Taungnyo;26,8;10,1;85;6;84;636;17
2022-08-29;Taungnyo;26,9;37,4;80;6;87;733;18
2022-08-30;Taungnyo;27,5;3,9;81;7;101;819;19
2022-08-31;Taungnyo;27,6;7,9;81;7;110;896;20
2022-09-01;Taungnyo;27,6;5,2;82;6;110;936;21
2022-09-02;Taungnyo;27,5;6,9;81;6;121;1010;22
2022-09-03;Taungnyo;27,5;11,6;82;6;127;1142;23
2022-09-04;Taungnyo;27,4;24,8;80;7;132;1235;24
2022-09-05;Taungnyo;25,6;34,88;89;6;143;1264;25
2022-09-06;Taungnyo;25,1;85,69;93;6;148;1519;26
2022-09-07;Taungnyo;25,4;52,37;88;6;155;1607;27
2022-09-08;Taungnyo;25;94,02;91;6;161;1609;28
2022-09-09;Taungnyo;25,6;15,3;86;6;163;1825;29
2022-09-10;Taungnyo;25,6;6,4;85;6;164;1896;30
2022-09-11;Taungnyo;26,3;4,1;80;6;178;1942;31
2022-09-12;Taungnyo;26,7;14,5;79;6;185;2078;32
2022-09-13;Taungnyo;26,9;6,6;80;6;186;2134;33
2022-09-14;Taungnyo;26,4;26,8;80;6;194;2145;34
2022-09-15;Taungnyo;26,6;10,3;79;6;200;2374;35
2022-09-16;Taungnyo;26,8;13,1;81;6;206;2389;36
2022-09-17;Taungnyo;26,2;22,93;85;6;209;2500;37
2022-09-18;Taungnyo;26;33,18;86;6;213;2508;38
2022-09-19;Taungnyo;25,9;17,46;88;6;222;2543;39
2022-09-20;Taungnyo;26,2;7;79;6;227;2736;40
2022-09-21;Taungnyo;26,4;4,8;78;6;228;2917;41
2022-09-22;Taungnyo;26,6;13,3;78;6;230;3045;42
2022-09-23;Taungnyo;26,3;9,1;82;6;14;63;1
2022-09-24;Taungnyo;25,7;5,3;86;6;17;82;2
2022-09-25;Taungnyo;26,1;17,3;83;6;23;100;3
2022-09-26;Taungnyo;25,5;16,52;85;6;27;114;4
2022-09-27;Taungnyo;26;24,8;81;6;30;146;5
2022-09-28;Taungnyo;25,5;29,83;87;6;36;172;6
2022-09-29;Taungnyo;25;83,67;92;6;38;191;7
2022-09-30;Taungnyo;25,2;48,38;91;6;44;225;8
2022-10-01;Taungnyo;26;35,7;86;6;48;281;9
2022-10-02;Taungnyo;25,4;60,01;92;6;48;306;10
2022-10-03;Taungnyo;25,2;7,44;87;6;58;339;11
2022-10-04;Taungnyo;25,6;13,7;83;6;61;444;12
2022-10-05;Taungnyo;26,6;15,4;81;7;64;495;13
2022-10-06;Taungnyo;25,9;6,1;83;6;74;495;14
2022-10-07;Taungnyo;26,2;20,6;83;7;82;527;15
2022-10-08;Taungnyo;26,5;10,9;80;7;82;693;16
2022-10-09;Taungnyo;25,3;17,29;88;6;88;735;17
2022-10-10;Taungnyo;25,3;19,4;86;6;97;818;18
2022-10-11;Taungnyo;24,9;6,32;87;6;100;832;19
2022-10-12;Taungnyo;25,4;4,6;82;6;107;868;20
2022-10-13;Taungnyo;25,9;3,9;82;6;109;960;21
2022-10-14;Taungnyo;26,1;4,1;82;6;124;1122;22
2022-10-15;Taungnyo;25,8;1,8;80;6;132;1248;23
2022-10-16;Taungnyo;25,3;0,4;76;6;132;1323;24
2022-10-17;Taungnyo;25,1;4;77;6;143;1377;25
2022-10-18;Taungnyo;26,3;0;69;8;151;1443;26
2022-10-19;Taungnyo;26,6;0;67;8;158;1459;27
2022-10-20;Taungnyo;26,3;1,5;68;7;162;1630;28
2022-10-21;Taungnyo;25,5;49,2;81;6;167;1814;29
2022-10-22;Taungnyo;26,2;26,22;84;6;171;1862;30
2022-10-23;Taungnyo;25,8;5,42;87;6;174;1977;31
2022-10-24;Taungnyo;26,3;6,07;85;6;181;1980;32
2022-10-25;Taungnyo;26,8;8,8;82;7;186;2135;33
2022-10-26;Taungnyo;26,8;3;81;7;198;2157;34
2022-10-27;Taungnyo;25,9;3,39;87;6;200;2394;35
2022-10-28;Taungnyo;25,5;23,4;89;6;203;2411;36
2022-10-29;Taungnyo;26,7;0,6;78;7;211;2545;37
2022-10-30;Taungnyo;26,6;0;74;8;217;2642;38
2022-10-31;Taungnyo;27;0;73;8;218;2652;39
2022-11-01;Taungnyo;27;0,1;72;7;218;2844;40
2022-11-02;Taungnyo;26,5;0;66;8;227;3082;41
2022-11-03;Taungnyo;26;0,1;64;7;231;3173;42
2022-11-04;Taungnyo;25,8;0;64;8;13;64;1
2022-11-05;Taungnyo;25,8;1;65;7;15;88;2
2022-11-06;Taungnyo;25,9;1,8;74;7;21;100;3
2022-11-07;Taungnyo;26,3;5,9;75;7;22;123;4
2022-11-08;Taungnyo;26,4;0,9;76;6;25;136;5
2022-11-09;Taungnyo;27,3;0;69;7;30;158;6
2022-11-10;Taungnyo;27,2;0;69;8;37;196;7
2022-11-11;Taungnyo;27,2;0;75;7;42;221;8
2022-11-12;Taungnyo;27,3;0;78;7;48;276;9
2022-11-13;Taungnyo;27,3;0,7;78;7;50;308;10
2022-11-14;Taungnyo;26,6;6,66;80;6;57;388;11
2022-11-15;Taungnyo;26,3;5,7;81;6;58;427;12
2022-11-16;Taungnyo;26,8;12,1;77;7;64;476;13
2022-11-17;Taungnyo;26,7;18,4;78;7;68;552;14
2022-11-18;Taungnyo;26,6;9,7;80;7;69;560;15
2022-11-19;Taungnyo;26,4;0,7;79;6;76;635;16
2022-11-20;Taungnyo;26,7;1,4;80;7;92;716;17
2022-11-21;Taungnyo;26;17,5;81;6;95;728;18
2022-11-22;Taungnyo;26,4;19,1;79;6;97;810;19
2022-11-23;Taungnyo;25,6;13,72;86;6;101;932;20
2022-11-24;Taungnyo;25,3;24,95;89;6;102;952;21
2022-11-25;Taungnyo;25,7;11,41;87;6;104;1131;22
2022-11-26;Taungnyo;25,7;7,9;86;6;119;1234;23
2022-11-27;Taungnyo;25,9;1,5;85;6;120;1300;24
2022-11-28;Taungnyo;26,1;4,6;86;6;136;1336;25
2022-11-29;Taungnyo;26,7;1,7;84;6;146;1444;26
2022-11-30;Taungnyo;27;6,7;81;7;156;1467;27
2022-12-01;Taungnyo;27,1;1;79;7;158;1505;28
2022-12-02;Taungnyo;27,3;1;76;7;169;1675;29
2022-12-03;Taungnyo;26,9;0;76;7;176;1912;30
2022-12-04;Taungnyo;26,8;0;73;8;182;2000;31
2022-12-05;Taungnyo;26,6;1,7;76;6;183;2118;32
2022-12-06;Taungnyo;27,1;2,7;75;7;184;2148;33
2022-12-07;Taungnyo;27;0,4;74;7;190;2284;34
2022-12-08;Taungnyo;26,6;22;76;7;192;2424;35
2022-12-09;Taungnyo;26,2;4,6;79;7;193;2501;36
2022-12-10;Taungnyo;26,3;0,7;79;7;195;2506;37
2022-12-11;Taungnyo;26,5;0,2;78;7;211;2530;38
2022-12-12;Taungnyo;26,4;0,2;71;7;215;2804;39
2022-12-13;Taungnyo;25,8;0;70;8;220;2944;40
2022-12-14;Taungnyo;24,6;0;67;7;226;3044;41
2022-12-15;Taungnyo;24,6;0;65;8;228;3196;42
2022-12-16;Taungnyo;25,2;0;69;8;13;58;1
2022-12-17;Taungnyo;26,3;0;66;7;15;86;2
2022-12-18;Taungnyo;24,6;0;61;7;24;106;3
2022-12-19;Taungnyo;24,3;0;58;7;25;136;4
2022-12-20;Taungnyo;25,1;0;61;8;29;155;5
2022-12-21;Taungnyo;25,6;0;61;8;35;193;6
2022-12-22;Taungnyo;26,3;0;64;8;40;224;7
2022-12-23;Taungnyo;26,6;0;67;8;41;253;8
2022-12-24;Taungnyo;25,9;0;62;8;42;289;9
2022-12-25;Taungnyo;25,2;0;62;8;51;325;10
2022-12-26;Taungnyo;24,9;0;65;8;56;400;11
2022-12-27;Taungnyo;24,8;0;63;8;61;418;12
2022-12-28;Taungnyo;24,9;0;70;8;62;474;13
2022-12-29;Taungnyo;25,2;0;70;7;72;527;14
2022-12-30;Taungnyo;25,6;0;67;7;80;585;15
2022-12-31;Taungnyo;25,4;0;62;8;86;597;16
2023-01-01;Taungnyo;24,1;0;58;8;94;769;17
2023-01-02;Taungnyo;24,9;0;59;8;98;795;18
2023-01-03;Taungnyo;25,3;0;67;7;102;908;19
2023-01-04;Taungnyo;26,3;0;67;8;103;944;20
2023-01-05;Taungnyo;27,3;0;61;8;115;1012;21
2023-01-06;Taungnyo;26,2;0;62;8;118;1154;22
2023-01-07;Taungnyo;25;0;59;7;122;1212;23
2023-01-08;Taungnyo;25,5;0;57;7;132;1302;24
2023-01-09;Taungnyo;25,9;0;61;8;145;1412;25
2023-01-10;Taungnyo;26,2;0,8;68;7;149;1430;26
2023-01-11;Taungnyo;26;8,2;74;7;157;1603;27
2023-01-12;Taungnyo;25,9;1;77;6;160;1673;28
2023-01-13;Taungnyo;26,4;0,2;78;7;165;1808;29
2023-01-14;Taungnyo;26,2;0;75;8;168;1842;30
2023-01-15;Taungnyo;25,2;0;69;8;178;1867;31
2023-01-16;Taungnyo;25;0;72;8;184;1900;32
2023-01-17;Taungnyo;25,7;0;72;8;186;1911;33
2023-01-18;Taungnyo;26,5;0,1;69;7;198;2175;34
2023-01-19;Taungnyo;26,6;0;63;8;202;2342;35
2023-01-20;Taungnyo;26,2;0;60;8;207;2375;36
2023-01-21;Taungnyo;27,1;0;58;8;208;2618;37
2023-01-22;Taungnyo;27;0;59;8;216;2671;38
2023-01-23;Taungnyo;26,6;0;63;8;221;2774;39
2023-01-24;Taungnyo;26,7;0;61;7;227;2887;40
2023-01-25;Taungnyo;27,2;0;53;8;229;3038;41
2023-01-26;Taungnyo;25,8;0;59;8;233;3088;42
2023-01-27;Taungnyo;26,5;0;62;8;14;61;1
2023-01-28;Taungnyo;26,8;0;57;8;16;88;2
2023-01-29;Taungnyo;25,8;0;53;8;20;111;3
2023-01-30;Taungnyo;25,6;0;50;8;26;119;4
2023-01-31;Taungnyo;25,7;0;55;8;29;145;5
2023-02-01;Taungnyo;27;0;62;8;32;168;6
2023-02-02;Taungnyo;25,9;0;68;8;39;221;7
2023-02-03;Taungnyo;26;0,8;72;7;42;241;8
2023-02-04;Taungnyo;26,4;2,8;77;7;44;295;9
2023-02-05;Taungnyo;26,9;0,7;76;7;46;301;10
2023-02-06;Taungnyo;27,3;0,2;78;7;55;372;11
2023-02-07;Taungnyo;26,7;0,2;79;7;59;388;12
2023-02-08;Taungnyo;27,6;0;68;8;62;487;13
2023-02-09;Taungnyo;26,9;0,3;68;7;73;515;14
2023-02-10;Taungnyo;26,9;3;68;7;82;616;15
2023-02-11;Taungnyo;27,5;0,2;68;8;83;676;16
2023-02-12;Taungnyo;27,5;0;72;8;90;683;17
2023-02-13;Taungnyo;27,1;0,1;71;7;97;827;18
2023-02-14;Taungnyo;27;0;69;8;106;881;19
2023-02-15;Taungnyo;26,1;7,7;75;7;108;944;20
2023-02-16;Taungnyo;26,9;0,9;67;7;116;952;21
2023-02-17;Taungnyo;27;6,6;63;7;125;985;22
2023-02-18;Taungnyo;27;0;63;7;129;1036;23
2023-02-19;Taungnyo;27,2;0,1;67;7;132;1234;24
2023-02-20;Taungnyo;27,4;0;70;7;133;1408;25
2023-02-21;Taungnyo;27,8;0;70;8;151;1429;26
2023-02-22;Taungnyo;27,5;0;73;8;153;1451;27
2023-02-23;Taungnyo;27,3;0;73;8;158;1636;28
2023-02-24;Taungnyo;27,6;0;72;8;162;1671;29
2023-02-25;Taungnyo;27,7;0;69;7;171;1800;30
2023-02-26;Taungnyo;28,1;0;49;8;180;1944;31
2023-02-27;Taungnyo;27,9;0;51;9;185;2012;32
2023-02-28;Taungnyo;27,7;0;56;9;192;2095;33
2023-03-01;Taungnyo;28;0;64;9;193;2204;34
2023-03-02;Taungnyo;27,3;0;67;8;200;2358;35
2023-03-03;Taungnyo;27,8;0;70;8;205;2450;36
2023-03-04;Taungnyo;27,9;0;70;9;207;2618;37
2023-03-05;Taungnyo;27,4;0;59;9;209;2659;38
2023-03-06;Taungnyo;27,3;0;63;9;221;2818;39
2023-03-07;Taungnyo;27,2;0;65;9;222;2943;40
2023-03-08;Taungnyo;27,5;0;62;9;228;2975;41
2023-03-09;Taungnyo;27,6;0;68;9;234;3143;42
2023-03-10;Taungnyo;27,4;0;72;8;14;58;1
2023-03-11;Taungnyo;27,4;0;73;8;16;80;2
2023-03-12;Taungnyo;27,4;0;74;8;22;108;3
2023-03-13;Taungnyo;26,3;3;76;7;26;117;4
2023-03-14;Taungnyo;26,9;5,1;73;7;27;144;5
2023-03-15;Taungnyo;27;9,7;75;7;29;180;6
2023-03-16;Taungnyo;27,2;5,1;74;7;35;203;7
2023-03-17;Taungnyo;28;0,1;72;8;43;247;8
2023-03-18;Taungnyo;28,1;0;75;8;44;257;9
2023-03-19;Taungnyo;28,2;0,9;76;8;51;323;10
2023-03-20;Taungnyo;28,1;0;77;8;53;340;11
2023-03-21;Taungnyo;28,9;0;75;8;54;449;12
2023-03-22;Taungnyo;28,8;0;72;8;70;462;13
2023-03-23;Taungnyo;28,7;0;73;8;76;515;14
2023-03-24;Taungnyo;28,8;0;71;7;78;583;15
2023-03-25;Taungnyo;28,7;0;72;8;86;609;16
2023-03-26;Taungnyo;28,5;0;72;8;90;700;17
2023-03-27;Taungnyo;28,5;0;70;8;95;717;18
2023-03-28;Taungnyo;28,7;0;69;9;101;760;19
2023-03-29;Taungnyo;28,6;0,1;72;7;111;868;20
2023-03-30;Taungnyo;28,6;0;70;8;111;1066;21
2023-03-31;Taungnyo;28,4;0;69;8;126;1101;22
2023-04-01;Taungnyo;28,5;0;68;8;131;1234;23
2023-04-02;Taungnyo;28,6;0,6;66;7;136;1268;24
2023-04-03;Taungnyo;28,6;0;67;8;144;1309;25
2023-04-04;Taungnyo;28,6;0;67;8;148;1351;26
2023-04-05;Taungnyo;29;0;67;7;154;1448;27
2023-04-06;Taungnyo;29;0;66;8;164;1709;28
2023-04-07;Taungnyo;28,6;0,2;70;7;170;1820;29
2023-04-08;Taungnyo;27,7;20,9;78;7;175;1888;30
2023-04-09;Taungnyo;27,6;7,7;76;7;178;1923;31
2023-04-10;Taungnyo;29,4;0,8;70;7;179;2090;32
2023-04-11;Taungnyo;29,3;0,1;69;7;190;2100;33
2023-04-12;Taungnyo;29,1;0;67;8;192;2273;34
2023-04-13;Taungnyo;29,1;0;69;8;200;2292;35
2023-04-14;Taungnyo;29,4;0;70;8;204;2532;36
2023-04-15;Taungnyo;29,5;0;68;8;213;2629;37
2023-04-16;Taungnyo;29;0,9;69;7;215;2666;38
2023-04-17;Taungnyo;29;0,5;71;7;223;2820;39
2023-04-18;Taungnyo;29,3;3,6;72;7;226;2904;40
2023-04-19;Taungnyo;29,2;0,1;72;7;228;3085;41
2023-04-20;Taungnyo;29,7;0;67;7;230;3200;42
2023-04-21;Taungnyo;29,5;0;68;8;15;56;1
2023-04-22;Taungnyo;29,9;0;68;9;15;82;2
2023-04-23;Taungnyo;29,9;2,7;69;8;22;91;3
2023-04-24;Taungnyo;29,3;0;72;9;26;115;4
2023-04-25;Taungnyo;30,1;3,7;72;8;31;149;5
2023-04-26;Taungnyo;27,7;46,1;80;7;35;160;6
2023-04-27;Taungnyo;27,9;27,85;78;7;39;195;7
2023-04-28;Taungnyo;28,3;1,4;73;7;42;243;8
2023-04-29;Taungnyo;28,7;13,4;77;7;48;303;9
2023-04-30;Taungnyo;27,9;27;79;7;51;304;10
2023-05-01;Taungnyo;28,6;7,3;73;8;53;381;11
2023-05-02;Taungnyo;28,9;37,5;75;7;58;389;12
2023-05-03;Taungnyo;29,3;2,4;75;7;70;478;13
2023-05-04;Taungnyo;29,9;2,8;75;7;75;492;14
2023-05-05;Taungnyo;30;2,8;75;7;76;578;15
2023-05-06;Taungnyo;30,4;1,7;72;7;78;637;16
2023-05-07;Taungnyo;30,2;0,4;74;7;82;670;17
2023-05-08;Taungnyo;29,9;4;75;7;97;735;18
2023-05-09;Taungnyo;29,2;13,65;77;7;105;805;19
2023-05-10;Taungnyo;28,8;7,35;75;7;110;968;20
2023-05-11;Taungnyo;29,7;0,2;68;7;111;984;21
2023-05-12;Taungnyo;29,5;0,2;72;7;124;1151;22
2023-05-13;Taungnyo;29,8;0,9;71;7;128;1246;23
2023-05-14;Taungnyo;29,3;2,4;76;7;132;1262;24
2023-05-15;Taungnyo;29;3;76;7;144;1360;25
2023-05-16;Taungnyo;29,1;3,3;73;7;151;1498;26
2023-05-17;Taungnyo;29,2;2,8;73;7;153;1502;27
2023-05-18;Taungnyo;29,2;2,2;70;7;161;1508;28
2023-05-19;Taungnyo;29,8;2,1;70;7;169;1749;29
2023-05-20;Taungnyo;30;0,1;68;7;176;1866;30
2023-05-21;Taungnyo;29,4;1;71;7;176;1893;31
2023-05-22;Taungnyo;29,3;5,5;72;7;184;2006;32
2023-05-23;Taungnyo;28,8;6,2;76;7;186;2093;33
2023-05-24;Taungnyo;29,2;1,6;74;7;191;2352;34
2023-05-25;Taungnyo;29,3;3,2;72;7;200;2440;35
2023-05-26;Taungnyo;29,5;2;72;7;204;2476;36
2023-05-27;Taungnyo;29,2;3,2;74;7;213;2626;37
